leave_days,leave_balance,performance_score,absence_count,job_level,years_of_experience,salary_grade,overtime_hours,approved
6,3,0.65,0,mid,3,C,24,0
4,17,0.85,2,mid,6,D,23,1
2,25,0.62,9,manager,5,A,37,1
8,8,0.93,10,lead,20,E,16,0
4,25,0.87,8,junior,23,E,6,0
10,19,0.83,9,manager,14,A,2,1
10,22,0.65,4,mid,9,A,37,1
3,29,0.36,9,mid,22,D,4,0
1,9,0.81,0,manager,22,C,19,1
8,26,0.82,1,junior,2,B,8,1
15,30,0.39,2,senior,14,D,30,0
14,16,0.74,9,lead,27,C,19,0
7,22,0.91,6,mid,11,A,56,1
11,10,0.85,6,senior,30,B,21,0
4,23,0.92,4,lead,15,D,16,1
11,18,0.48,4,lead,9,B,28,1
14,22,0.9,7,lead,17,B,56,1
1,0,0.35,2,lead,18,D,13,0
10,7,0.59,8,junior,16,B,15,0
6,23,0.88,8,junior,14,B,60,1
4,12,0.91,5,lead,22,B,15,1
1,2,0.73,9,senior,29,B,51,1
14,27,0.71,0,lead,11,D,38,1
2,10,0.94,2,lead,27,A,50,1
5,28,0.74,10,mid,10,B,33,0
8,5,0.68,8,lead,16,E,12,0
15,28,0.79,7,mid,5,D,7,0
5,1,0.58,6,manager,28,B,1,0
11,17,0.54,3,lead,27,E,42,1
11,5,0.55,9,senior,5,C,38,0
15,14,0.63,1,senior,10,E,30,0
1,12,0.83,1,mid,26,C,18,1
10,17,0.3,9,junior,20,D,19,0
1,22,0.44,0,lead,27,C,56,0
13,11,0.71,0,lead,20,A,36,0
6,14,0.92,2,senior,19,B,38,1
12,21,0.45,7,senior,2,B,19,0
13,17,0.56,9,senior,14,C,3,0
11,21,0.34,5,lead,11,C,9,1
15,20,0.81,3,manager,12,D,48,1
6,12,0.5,7,senior,3,B,12,0
6,12,0.57,2,mid,10,D,46,0
2,30,0.88,7,manager,29,B,50,1
3,16,0.53,1,mid,5,B,25,1
8,6,0.53,9,senior,15,A,27,0
12,22,0.72,6,senior,2,A,42,1
7,4,0.78,8,lead,2,E,37,0
9,16,0.55,8,mid,14,D,0,0
1,21,0.86,6,junior,11,D,6,1
5,15,0.83,3,manager,8,E,54,1
11,21,0.42,3,lead,6,D,19,1
12,30,0.87,6,manager,25,A,49,1
13,14,0.5,6,lead,26,B,28,0
2,23,0.73,3,senior,9,D,52,1
7,14,0.9,8,senior,5,B,25,0
4,3,0.39,7,manager,29,C,42,0
11,2,0.87,8,manager,22,D,24,0
7,10,0.4,8,junior,19,B,2,0
10,4,0.52,8,mid,22,A,10,0
2,5,0.57,8,junior,19,A,52,1
1,1,0.91,0,mid,5,B,60,1
9,14,0.41,0,senior,7,A,10,1
5,16,0.84,4,lead,29,B,55,1
14,0,0.38,7,lead,27,B,46,0
15,16,0.51,5,junior,16,B,30,1
5,27,0.53,9,senior,16,E,2,0
1,0,0.49,4,manager,10,A,18,0
10,24,0.62,8,junior,4,D,56,1
9,3,0.58,7,manager,12,A,35,0
3,11,0.46,0,junior,26,B,27,1
11,29,0.95,3,mid,26,E,23,1
6,17,0.95,0,lead,7,A,52,1
12,6,0.58,4,junior,8,D,50,0
2,29,0.45,5,junior,29,D,38,0
10,22,0.64,5,mid,26,B,5,1
4,21,0.67,3,manager,30,B,3,1
1,13,0.81,6,senior,15,E,33,1
12,8,0.81,10,lead,8,B,32,0
7,7,0.9,10,junior,21,E,8,0
14,11,0.85,10,junior,25,D,60,1
6,12,0.7,6,manager,19,A,33,1
2,0,0.54,6,junior,22,A,18,0
15,27,0.85,9,senior,11,B,4,0
1,17,0.73,0,mid,21,C,59,1
10,29,0.65,10,lead,6,A,5,1
11,2,0.8,3,junior,27,E,37,0
13,19,0.41,10,senior,9,E,18,0
7,5,0.63,0,senior,30,D,23,0
3,28,0.45,1,senior,11,B,43,1
11,22,0.39,5,mid,13,C,16,0
5,15,0.51,1,lead,23,D,3,1
10,5,0.5,3,lead,4,A,4,0
9,9,0.32,3,junior,21,D,22,1
12,21,0.91,9,mid,7,E,47,1
12,25,0.87,10,mid,4,B,30,0
5,23,0.62,3,mid,23,B,21,0
2,24,0.55,1,manager,25,C,14,0
14,3,0.6,2,lead,22,D,12,0
7,20,0.69,2,junior,5,D,46,1
7,30,0.34,2,junior,11,E,37,1
12,2,0.38,10,mid,30,D,41,0
11,25,0.91,9,mid,18,B,20,0
11,5,0.4,9,lead,12,A,33,0
4,27,0.56,2,lead,5,E,49,1
9,19,0.6,5,junior,4,E,7,1
13,12,0.84,10,lead,30,C,11,0
12,24,0.75,10,senior,28,E,11,0
7,0,0.36,9,mid,5,B,19,0
3,15,0.95,10,lead,28,B,48,1
3,22,0.87,10,junior,23,C,38,0
8,21,0.49,1,senior,24,D,12,0
13,14,0.38,6,manager,30,D,13,1
12,28,0.56,4,mid,27,C,51,1
1,3,0.64,7,mid,13,A,43,1
1,8,0.32,1,mid,1,A,24,1
12,5,0.89,6,mid,3,E,31,0
12,10,0.32,1,manager,12,E,40,0
2,5,0.84,3,mid,8,D,6,1
13,27,0.71,7,junior,5,E,40,0
13,20,0.35,2,manager,19,B,36,0
8,27,0.36,2,junior,3,C,10,1
9,14,0.85,10,senior,21,B,27,0
13,11,0.61,8,mid,8,C,36,0
4,13,0.48,1,manager,10,E,49,0
15,13,0.78,2,manager,7,D,37,0
5,16,0.85,3,senior,28,D,39,1
10,26,0.65,10,junior,22,C,47,1
7,21,0.95,9,lead,2,C,4,0
1,5,0.59,7,senior,13,D,47,0
4,27,0.6,1,lead,30,A,15,1
2,21,0.5,5,manager,22,E,39,0
4,20,0.68,9,junior,27,B,14,0
11,7,0.63,6,junior,29,A,55,1
7,13,0.7,7,junior,19,E,32,0
12,20,0.75,1,manager,10,E,31,1
14,7,0.47,1,mid,29,D,20,0
4,15,0.76,9,manager,17,A,3,1
14,8,0.66,0,lead,14,B,23,0
1,15,0.37,1,lead,3,C,58,0
3,0,0.47,10,lead,7,C,39,0
1,14,0.39,0,mid,2,D,30,0
2,16,0.62,5,senior,7,C,52,1
2,8,0.73,9,mid,17,E,9,0
3,23,0.63,4,lead,2,A,17,1
6,4,0.39,8,manager,26,D,37,0
2,20,0.65,9,manager,20,B,58,1
8,6,0.59,0,lead,25,D,24,0
13,6,0.63,10,senior,11,C,29,0
9,22,0.75,4,senior,28,B,36,1
9,16,0.45,3,mid,15,E,42,1
3,30,0.55,3,mid,12,E,59,1
11,13,0.84,2,lead,30,E,29,1
13,20,0.84,0,lead,23,D,16,1
11,25,0.65,5,lead,13,E,8,1
1,26,0.84,8,junior,7,C,30,0
14,15,0.77,0,mid,17,C,35,1
12,0,0.64,7,mid,18,D,27,0
8,2,0.61,2,mid,9,E,13,0
4,17,0.66,4,manager,15,A,34,1
13,1,0.34,8,lead,5,E,16,0
8,10,0.51,2,manager,20,A,32,1
15,30,0.84,0,manager,1,E,30,1
3,19,0.6,4,junior,23,E,25,0
7,13,0.67,1,senior,4,C,14,0
5,24,0.33,5,manager,20,C,9,1
11,18,0.38,8,manager,27,B,5,0
14,16,0.76,1,junior,11,D,17,1
8,29,0.73,4,mid,22,D,50,1
2,4,0.68,9,junior,1,C,34,0
10,23,0.57,3,mid,15,A,43,1
10,20,0.95,7,junior,2,D,27,0
2,11,0.54,4,mid,25,E,18,0
1,9,0.65,1,manager,17,D,11,1
13,11,0.56,4,mid,17,B,54,0
11,6,0.56,3,mid,21,B,5,0
13,5,0.89,7,senior,7,C,27,0
3,5,0.92,3,senior,21,C,29,1
2,18,0.91,8,manager,10,D,19,0
10,3,0.46,6,senior,29,B,58,0
5,8,0.93,1,senior,25,E,51,1
4,21,0.61,7,lead,4,E,34,0
14,26,0.93,2,junior,20,A,44,1
14,19,0.89,0,manager,12,B,1,1
9,12,0.82,1,junior,11,E,58,1
6,17,0.4,2,lead,13,D,18,1
8,17,0.73,8,mid,15,A,28,1
15,25,0.84,1,manager,24,D,42,1
8,9,0.71,0,senior,18,C,53,1
12,18,0.53,6,manager,27,B,52,0
5,4,0.63,7,manager,12,C,31,0
11,27,0.82,7,manager,15,E,48,1
1,21,0.87,9,mid,14,C,41,1
15,23,0.72,7,junior,25,A,20,1
14,8,0.41,3,senior,16,C,34,0
13,28,0.91,2,mid,20,E,27,1
4,15,0.44,10,manager,21,A,28,1
3,3,0.89,5,senior,16,A,1,1
9,6,0.58,10,manager,24,E,17,0
12,7,0.78,5,junior,24,E,21,0
5,7,0.34,10,senior,22,B,27,0
13,12,0.53,8,senior,25,E,2,0
8,28,0.37,8,lead,7,B,48,0
13,9,0.48,3,lead,6,D,34,0
6,15,0.71,4,lead,22,C,50,1
15,1,0.46,3,manager,9,C,55,0
13,29,0.52,1,senior,5,C,33,0
3,8,0.82,7,mid,8,D,52,1
2,2,0.39,4,manager,6,A,40,1
9,27,0.31,8,senior,23,D,54,0
7,13,0.66,6,junior,21,D,10,1
11,18,0.86,8,manager,21,C,55,1
10,4,0.44,6,mid,18,A,39,0
1,3,0.86,2,manager,21,D,39,1
15,12,0.85,1,manager,17,B,38,0
13,18,0.9,3,lead,22,A,21,1
3,24,0.5,6,mid,9,E,13,0
4,6,0.64,8,junior,15,D,45,1
12,30,0.69,3,junior,7,D,42,1
3,1,0.47,1,manager,27,E,45,0
13,19,0.45,7,lead,27,E,10,0
8,28,0.4,6,junior,27,A,55,1
6,27,0.38,0,junior,18,D,34,0
11,15,0.36,5,lead,3,B,28,0
3,15,0.34,0,junior,5,A,7,1
10,17,0.39,0,manager,6,A,43,1
8,5,0.42,5,lead,14,E,26,0
10,24,0.58,5,junior,22,E,18,1
6,2,0.57,6,senior,20,A,50,0
15,5,0.94,8,senior,20,A,10,0
9,7,0.94,2,senior,27,C,22,0
7,23,0.35,10,senior,27,D,34,0
13,0,0.75,8,junior,19,C,4,0
10,30,0.94,3,mid,8,D,26,1
2,12,0.46,0,lead,2,C,56,0
14,17,0.68,4,manager,26,B,53,1
4,16,0.64,6,manager,27,B,3,0
12,2,0.84,2,junior,22,B,17,0
2,25,0.7,3,senior,11,E,50,1
14,25,0.43,4,lead,23,A,24,1
12,8,0.46,6,manager,21,B,42,0
7,20,0.65,3,manager,17,D,48,1
9,11,0.77,2,lead,19,C,40,1
8,0,0.33,4,junior,24,A,7,0
1,1,0.93,0,senior,21,C,38,1
6,11,0.38,10,lead,24,A,24,1
10,2,0.75,8,senior,16,E,45,1
2,25,0.89,5,junior,11,C,37,1
9,26,0.94,9,lead,15,D,24,0
10,20,0.42,4,senior,21,E,31,1
5,5,0.77,6,senior,25,D,25,1
6,13,0.73,1,mid,23,B,12,1
11,22,0.8,10,mid,15,E,40,0
8,7,0.67,7,lead,24,E,53,1
2,8,0.4,1,senior,17,B,41,1
2,10,0.49,5,mid,19,E,8,1
6,18,0.84,7,lead,2,A,1,1
2,16,0.46,7,manager,5,D,21,0
11,7,0.9,10,senior,14,B,26,0
3,7,0.75,1,lead,12,A,47,1
14,22,0.77,6,lead,24,E,55,1
7,6,0.66,7,junior,27,B,19,0
11,1,0.8,2,manager,11,C,6,0
9,1,0.76,1,senior,3,D,22,0
14,15,0.89,4,mid,16,C,31,1
6,30,0.3,2,mid,24,D,4,0
14,10,0.52,3,mid,9,D,26,0
14,4,0.79,1,junior,11,D,3,0
6,2,0.48,10,mid,4,B,45,0
12,24,0.84,5,lead,8,D,25,1
3,0,0.62,6,junior,26,C,39,0
13,25,0.4,5,manager,15,D,51,0
11,13,0.55,3,manager,6,B,56,0
14,15,0.61,9,junior,20,B,27,0
12,20,0.46,10,junior,3,B,22,0
9,18,0.74,6,manager,11,A,43,1
15,28,0.44,0,junior,8,C,36,0
2,13,0.56,8,junior,4,D,20,0
1,20,0.57,0,junior,15,B,50,1
11,25,0.69,4,lead,26,E,49,1
15,29,0.71,7,senior,2,A,41,1
13,12,0.39,9,manager,18,E,35,0
10,3,0.82,6,manager,28,A,9,0
14,19,0.42,10,lead,3,A,1,1
12,1,0.47,4,junior,4,D,20,0
4,25,0.43,2,senior,28,A,33,1
14,23,0.7,9,junior,20,D,19,0
11,23,0.79,2,manager,17,D,25,1
9,27,0.37,9,lead,10,E,55,0
13,1,0.79,9,manager,13,A,45,1
13,20,0.53,6,mid,8,D,10,1
1,26,0.83,9,manager,9,C,10,0
1,17,0.38,6,manager,2,C,13,1
14,0,0.42,8,manager,5,A,1,0
2,12,0.31,6,junior,6,E,48,1
11,28,0.78,2,junior,7,C,7,1
11,28,0.67,4,mid,4,E,49,1
1,4,0.3,3,junior,28,E,19,1
4,20,0.72,7,senior,28,B,38,0
5,3,0.79,8,mid,11,A,51,1
10,14,0.91,6,senior,29,C,35,1
4,3,0.68,0,manager,12,A,13,0
9,16,0.64,3,junior,24,D,45,1
10,15,0.48,9,lead,3,E,54,0
3,8,0.73,7,manager,29,B,8,0
10,5,0.64,4,mid,28,C,14,0
9,23,0.34,3,junior,15,C,32,0
1,13,0.79,4,lead,6,E,13,1
7,26,0.77,4,junior,6,C,34,1
13,29,0.76,5,mid,25,C,43,1
15,2,0.4,7,mid,11,D,18,0
9,27,0.9,10,manager,18,C,54,1
9,15,0.45,4,mid,17,D,35,1
12,3,0.55,5,manager,16,B,13,0
2,23,0.91,4,senior,9,C,11,1
6,11,0.92,0,lead,19,B,4,1
6,15,0.7,2,lead,4,D,49,1
12,0,0.43,6,manager,21,C,35,0
5,1,0.34,0,senior,18,B,41,0
11,30,0.44,4,lead,12,C,59,1
10,23,0.93,2,lead,24,A,46,1
6,18,0.31,4,manager,2,B,4,0
15,16,0.8,9,senior,10,D,57,1
8,2,0.69,3,senior,28,C,33,0
8,19,0.63,9,junior,15,E,20,0
13,10,0.66,4,mid,13,A,7,0
7,5,0.45,4,junior,26,C,10,0
6,30,0.45,5,senior,24,D,42,1
7,21,0.62,1,lead,6,A,37,1
8,6,0.7,7,lead,16,E,8,0
9,5,0.93,5,lead,24,B,5,0
12,8,0.31,5,mid,9,B,28,0
9,29,0.33,5,mid,26,B,49,1
15,23,0.46,9,senior,6,C,54,0
9,7,0.91,1,manager,11,B,14,0
7,5,0.4,10,manager,17,C,43,0
11,16,0.51,9,junior,29,E,34,0
5,29,0.52,3,senior,3,B,31,0
15,28,0.4,3,mid,16,D,45,1
2,29,0.31,9,manager,14,A,41,1
7,11,0.77,7,senior,2,B,37,0
12,12,0.38,2,mid,18,C,25,0
14,14,0.85,2,junior,7,D,41,1
7,18,0.75,0,junior,15,E,11,1
9,4,0.56,10,lead,17,C,34,0
14,21,0.43,1,lead,15,E,12,1
12,25,0.42,7,senior,11,C,15,0
5,19,0.62,9,junior,30,D,43,1
3,15,0.52,3,manager,24,D,14,1
3,15,0.39,8,manager,29,B,58,0
15,18,0.43,4,junior,21,C,23,1
15,2,0.7,4,lead,7,D,12,0
3,25,0.38,4,senior,21,E,26,0
15,10,0.68,3,senior,18,D,41,1
3,10,0.8,1,mid,5,C,57,1
10,29,0.92,0,mid,19,E,50,1
2,9,0.62,8,lead,12,A,37,1
15,30,0.58,6,mid,6,B,29,0
12,13,0.92,5,manager,15,A,57,1
15,18,0.66,9,mid,24,B,9,0
8,30,0.82,5,mid,14,E,19,1
8,26,0.76,8,mid,28,A,53,1
15,9,0.95,5,senior,17,A,53,1
11,16,0.88,9,junior,29,B,5,0
5,3,0.45,2,senior,29,A,53,0
4,27,0.51,1,senior,6,D,34,0
14,15,0.72,9,mid,19,D,38,0
3,25,0.44,4,mid,27,A,50,1
11,12,0.62,4,lead,14,E,39,1
1,28,0.77,9,manager,6,E,32,0
10,29,0.94,4,lead,16,A,56,1
3,4,0.7,9,mid,7,C,10,0
10,14,0.54,4,manager,10,D,4,1
14,24,0.57,1,mid,29,E,18,0
1,28,0.65,10,senior,4,E,6,0
10,18,0.51,5,manager,12,D,56,1
9,17,0.81,7,lead,9,B,56,1
13,21,0.68,5,mid,29,E,43,1
13,27,0.63,4,senior,7,E,35,0
10,17,0.32,3,senior,20,C,37,0
3,30,0.59,6,lead,8,D,36,1
12,4,0.62,1,lead,28,B,31,0
10,20,0.8,5,junior,1,D,21,0
2,24,0.71,8,manager,30,E,3,0
5,16,0.91,2,lead,29,A,20,1
5,2,0.71,7,mid,15,D,17,0
12,2,0.36,1,lead,30,A,54,0
12,23,0.82,1,lead,29,B,12,1
9,5,0.84,4,junior,11,A,37,0
9,27,0.84,7,manager,28,B,7,0
14,19,0.77,4,manager,27,B,32,1
12,27,0.83,7,lead,5,B,50,1
8,6,0.78,3,junior,19,E,3,0
2,28,0.34,1,senior,3,D,54,1
6,0,0.94,3,mid,21,A,37,0
4,29,0.44,6,mid,10,A,57,1
7,17,0.68,8,manager,16,C,26,0
9,6,0.64,10,senior,8,A,24,0
9,7,0.71,4,manager,9,B,39,0
15,1,0.59,7,senior,17,D,58,0
7,21,0.67,10,junior,7,B,26,0
1,18,0.92,0,manager,2,C,52,1
8,15,0.81,1,senior,2,D,53,1
14,1,0.73,0,manager,29,A,25,0
8,26,0.64,3,manager,27,D,44,1
15,29,0.8,7,lead,13,C,24,0
10,25,0.41,0,senior,27,E,43,0
10,8,0.85,2,senior,14,B,20,0
5,30,0.82,10,junior,10,C,30,0
1,3,0.85,8,lead,8,B,54,1
5,3,0.72,6,lead,18,C,7,0
9,21,0.64,5,mid,5,B,13,1
2,25,0.74,9,senior,2,E,12,0
7,18,0.34,9,lead,21,E,12,0
2,19,0.7,9,mid,26,A,33,1
2,20,0.86,4,mid,10,B,13,1
14,9,0.56,4,senior,14,D,52,0
14,22,0.8,6,manager,29,C,42,1
12,25,0.43,0,lead,7,C,20,0
6,25,0.88,4,manager,7,D,16,1
6,6,0.53,0,senior,10,C,16,0
6,6,0.8,2,senior,5,E,13,1
4,23,0.59,10,manager,2,B,2,0
15,21,0.72,2,lead,22,C,8,1
2,16,0.8,8,lead,5,E,60,1
14,27,0.57,10,junior,9,D,34,0
7,6,0.69,5,lead,3,B,16,0
7,13,0.65,3,lead,5,C,56,1
12,10,0.8,7,mid,8,E,8,0
1,21,0.87,10,senior,22,B,28,0
2,11,0.53,10,junior,4,A,10,1
1,0,0.39,9,mid,3,C,25,0
7,7,0.51,1,junior,7,E,24,0
14,27,0.86,1,junior,7,A,42,1
12,22,0.34,1,senior,3,A,30,1
11,25,0.4,5,manager,10,D,44,0
13,4,0.86,8,junior,20,E,15,0
11,15,0.45,10,junior,17,D,30,0
1,26,0.62,5,lead,13,E,17,0
1,4,0.65,2,manager,27,C,53,1
15,11,0.38,2,mid,14,B,9,0
15,17,0.44,3,junior,20,B,2,1
3,27,0.34,5,lead,2,A,27,1
3,6,0.3,6,mid,12,A,40,1
15,20,0.3,2,manager,19,E,6,1
7,15,0.59,5,mid,8,C,36,0
7,9,0.64,9,lead,14,C,7,0
10,9,0.36,2,lead,3,C,29,0
2,4,0.33,4,mid,19,B,1,1
15,9,0.46,0,lead,27,B,27,0
10,9,0.44,0,senior,28,B,49,0
3,12,0.57,0,manager,11,A,20,1
12,21,0.95,1,junior,11,A,53,1
4,25,0.72,1,junior,27,E,36,1
5,13,0.68,5,junior,29,D,3,1
1,15,0.85,10,mid,27,E,40,0
1,26,0.77,3,manager,8,E,37,1
8,27,0.58,1,senior,16,D,16,0
11,13,0.54,9,lead,18,C,49,0
12,30,0.48,3,senior,6,E,53,0
3,26,0.5,10,junior,6,A,38,1
15,12,0.44,7,senior,18,C,18,0
6,18,0.86,2,manager,6,E,53,1
3,27,0.48,3,senior,6,A,31,1
5,7,0.38,5,manager,25,E,48,1
13,9,0.34,7,manager,15,A,10,0
9,22,0.44,3,senior,23,A,11,1
5,9,0.37,4,senior,25,E,18,1
13,21,0.4,4,manager,14,C,20,1
15,15,0.58,6,manager,21,D,27,0
7,8,0.88,7,mid,8,E,45,1
2,16,0.65,8,manager,16,B,15,0
14,5,0.74,9,mid,13,C,47,1
6,9,0.32,6,senior,8,D,8,1
10,16,0.6,3,mid,9,D,13,1
2,21,0.45,5,junior,13,D,47,1
2,17,0.68,3,senior,15,A,35,1
2,24,0.65,3,junior,16,D,45,1
1,27,0.62,10,senior,28,A,49,1
8,28,0.9,8,manager,27,E,60,1
7,11,0.42,3,lead,28,A,39,1
2,10,0.87,2,senior,9,C,26,1
13,13,0.52,1,senior,19,B,15,0
8,2,0.79,3,senior,18,E,23,0
13,18,0.5,3,senior,1,B,44,0
8,26,0.63,8,lead,18,A,53,1
10,19,0.73,9,manager,14,B,21,0
2,28,0.89,7,manager,10,D,13,0
11,7,0.66,3,manager,10,E,52,1
9,0,0.32,7,lead,13,D,29,0
14,17,0.91,9,manager,7,A,47,1
10,0,0.46,2,senior,27,B,19,0
12,11,0.73,8,junior,15,A,34,0
10,16,0.58,9,junior,17,B,50,0
11,0,0.59,9,manager,20,D,45,0
10,21,0.79,2,mid,29,B,59,1
12,16,0.95,1,mid,25,D,30,1
4,0,0.37,8,senior,7,D,19,0
2,17,0.32,9,senior,29,E,39,0
9,3,0.41,8,mid,29,A,24,0
8,3,0.75,10,manager,2,E,0,0
1,2,0.94,10,manager,5,C,51,1
11,25,0.8,7,manager,17,E,26,0
1,21,0.83,6,lead,5,A,8,1
15,21,0.45,1,lead,18,A,37,1
13,20,0.42,6,mid,24,A,46,1
4,13,0.45,3,senior,26,E,38,0
4,6,0.34,5,mid,5,E,60,1
12,8,0.61,0,manager,20,B,53,1
2,25,0.95,9,manager,6,E,40,0
8,13,0.92,3,senior,5,C,51,1
1,4,0.72,6,lead,8,B,43,1
14,2,0.65,3,junior,4,A,14,0
14,29,0.3,9,lead,3,D,3,0
8,2,0.47,5,mid,1,D,3,0
2,24,0.42,3,lead,24,C,9,1
11,28,0.57,1,mid,25,D,48,1
11,28,0.75,5,mid,16,C,22,1
5,19,0.78,3,senior,26,E,8,1
10,18,0.67,10,senior,28,D,60,1
11,13,0.31,8,mid,19,B,27,0
14,28,0.64,3,lead,22,D,17,1
4,8,0.64,9,junior,15,A,12,1
14,9,0.37,10,lead,11,A,7,0
12,15,0.5,10,manager,29,B,58,0
3,7,0.53,10,junior,7,D,47,0
3,18,0.45,9,mid,2,D,11,0
15,21,0.7,7,mid,14,D,51,1
5,2,0.58,8,mid,13,B,20,0
12,27,0.49,2,lead,15,A,17,1
6,14,0.56,10,mid,12,E,33,0
1,19,0.33,6,junior,5,A,51,1
7,23,0.68,4,senior,11,D,42,1
13,21,0.78,6,junior,14,B,26,1
10,18,0.38,3,manager,28,E,30,0
6,3,0.51,4,junior,17,A,9,0
3,9,0.9,8,junior,9,C,25,0
8,11,0.8,8,senior,14,A,30,1
14,28,0.52,0,junior,25,B,31,1
5,18,0.46,9,lead,19,C,26,0
7,13,0.8,5,manager,30,C,46,1
14,5,0.7,3,lead,26,C,13,0
5,25,0.84,1,mid,24,A,38,1
7,0,0.88,3,junior,23,D,48,1
15,9,0.37,8,senior,11,A,7,0
5,23,0.86,4,manager,14,C,41,1
12,11,0.85,9,senior,25,A,56,1
12,17,0.39,4,lead,25,A,20,1
2,9,0.63,8,mid,4,D,12,0
3,7,0.68,3,senior,5,B,12,0
3,16,0.47,0,lead,16,B,7,0
2,6,0.43,0,lead,10,C,14,0
11,19,0.89,3,junior,8,A,13,1
2,14,0.81,4,junior,27,D,35,1
10,28,0.37,2,mid,27,A,18,1
14,4,0.91,4,junior,23,A,14,0
15,6,0.88,8,junior,3,D,50,1
8,2,0.91,10,mid,29,C,23,0
15,4,0.74,9,senior,24,E,25,0
12,18,0.57,8,senior,12,A,40,1
6,20,0.8,9,mid,19,C,20,0
2,8,0.85,9,manager,13,D,37,0
10,2,0.92,3,senior,9,E,1,0
4,13,0.91,7,junior,21,D,11,0
4,2,0.69,6,senior,9,D,9,0
2,17,0.79,2,senior,30,E,21,1
7,25,0.46,10,senior,7,C,27,0
3,9,0.48,10,manager,25,B,18,0
3,17,0.32,3,lead,21,C,47,0
6,13,0.92,6,junior,28,C,18,1
12,6,0.6,2,senior,20,A,16,0
6,1,0.47,10,manager,26,D,5,0
3,4,0.57,7,junior,27,C,12,0
2,17,0.4,8,junior,30,B,42,0
15,30,0.8,9,mid,15,A,10,1
12,28,0.78,0,mid,28,E,42,1
5,0,0.44,2,lead,29,D,58,0
13,12,0.38,9,mid,6,E,46,0
4,1,0.39,0,mid,29,A,35,0
11,17,0.41,8,lead,2,C,7,0
8,3,0.58,8,senior,21,C,3,0
5,1,0.65,8,manager,18,B,31,0
5,19,0.3,10,mid,30,C,50,0
14,5,0.83,7,senior,5,C,23,0
1,15,0.87,6,senior,10,B,16,1
6,24,0.8,0,manager,9,D,30,1
1,9,0.82,2,senior,1,D,6,1
14,28,0.89,8,mid,12,A,12,1
12,19,0.66,3,lead,23,B,2,1
12,14,0.77,0,senior,2,B,16,1
3,15,0.52,0,senior,3,D,18,0
7,1,0.94,8,mid,20,C,22,0
12,13,0.65,8,junior,16,C,2,0
9,17,0.86,10,mid,28,E,14,0
7,6,0.35,3,mid,3,A,34,0
8,8,0.83,10,senior,15,C,4,0
10,4,0.9,0,senior,20,E,30,0
2,29,0.8,2,mid,24,D,17,1
1,21,0.53,1,mid,29,B,35,1
7,14,0.37,1,mid,1,A,4,1
12,17,0.58,5,manager,26,C,47,0
8,19,0.3,7,senior,13,C,40,0
7,21,0.54,3,lead,1,A,32,1
2,0,0.51,5,senior,25,B,36,0
14,30,0.79,0,senior,26,C,32,1
2,9,0.76,0,lead,28,C,14,1
12,9,0.9,4,lead,16,E,44,1
5,4,0.77,3,mid,30,B,38,0
1,28,0.82,5,senior,12,C,50,1
10,1,0.59,3,manager,23,C,9,0
15,15,0.52,8,mid,22,E,27,0
2,7,0.5,0,mid,21,A,15,1
3,23,0.9,2,manager,11,A,57,1
14,18,0.31,9,junior,15,E,4,0
10,18,0.37,1,junior,25,C,14,1
8,3,0.45,10,senior,9,A,56,0
14,14,0.91,5,junior,13,B,8,1
11,19,0.52,10,lead,27,E,30,0
3,7,0.56,6,mid,6,A,55,1
13,2,0.69,8,senior,20,A,2,0
1,26,0.62,5,senior,6,A,54,1
14,25,0.38,4,junior,24,D,16,1
11,17,0.5,9,senior,23,C,23,0
6,24,0.52,3,mid,22,A,36,1
14,7,0.6,9,junior,2,A,24,0
3,23,0.7,1,junior,16,A,27,1
4,18,0.94,5,lead,8,E,31,1
13,12,0.85,5,lead,11,A,51,1
11,3,0.75,0,mid,3,B,27,0
12,7,0.6,3,lead,11,B,51,0
10,1,0.34,8,manager,16,E,36,0
9,30,0.66,8,mid,9,A,22,1
11,0,0.34,4,junior,17,A,35,0
1,11,0.34,7,junior,29,A,45,1
1,19,0.39,9,lead,1,D,43,0
8,14,0.95,5,junior,23,B,13,1
11,11,0.77,5,lead,19,C,23,1
13,20,0.66,5,senior,28,C,5,1
7,15,0.43,7,lead,21,A,36,1
9,18,0.34,6,senior,6,B,43,1
15,14,0.73,8,junior,26,C,31,0
13,0,0.57,0,senior,18,E,59,0
1,3,0.33,10,junior,30,C,33,0
6,9,0.89,10,lead,20,E,22,0
15,11,0.52,5,mid,18,D,0,0
1,24,0.83,9,junior,9,A,60,1
5,6,0.71,4,lead,22,B,28,1
15,12,0.69,3,manager,8,A,23,0
11,0,0.77,2,junior,8,B,26,0
8,19,0.58,6,senior,26,E,33,0
8,30,0.65,7,senior,9,B,24,0
7,25,0.78,5,junior,13,C,16,1
6,3,0.82,2,manager,28,C,60,1
1,9,0.93,4,senior,30,C,39,1
8,6,0.75,6,manager,19,D,21,0
9,25,0.37,9,junior,7,C,46,0
6,19,0.38,9,manager,1,C,42,0
10,24,0.66,2,junior,5,C,30,0
14,21,0.39,7,senior,21,B,43,0
13,13,0.62,5,lead,7,B,38,0
9,3,0.74,2,junior,23,A,32,0
11,16,0.73,4,manager,22,E,24,1
1,20,0.41,2,lead,2,E,20,1
1,30,0.92,8,lead,17,C,46,1
13,20,0.49,2,manager,7,E,27,1
