customer_id,invoice_date,amount,credit_score,industry,month,paid_ratio_3,late_ratio_3,avg_delay_3,delay_trend,days_since_last_payment,is_default
CUST-01224,2024-02-19,3995.9,397,Manufacturing,2,0.82,0.14,9.3,-3,66,0
CUST-02298,2023-07-19,4365.89,599,Services,7,0.35,0.68,3.4,-9,23,1
CUST-00256,2024-03-24,4037.65,475,Tech,3,0.35,0.66,7.8,1,65,1
CUST-02779,2023-08-30,14467.69,374,Construction,8,0.85,0.16,2.2,-1,17,1
CUST-03074,2023-01-09,11600.32,442,Energy,1,0.23,0.8,25.5,-11,112,1
CUST-04377,2023-05-21,7137.87,322,Construction,5,0.66,0.31,9.4,11,95,1
CUST-01360,2024-01-09,3887.75,480,Services,1,0.96,0.04,2.4,-6,47,0
CUST-04678,2023-11-28,8724.6,344,Manufacturing,11,0.86,0.12,4.2,6,45,0
CUST-04962,2023-06-15,2317.63,768,Manufacturing,6,0.16,0.8,4.5,-4,47,0
CUST-03192,2023-01-24,9088.28,391,Construction,1,0.39,0.57,13.3,3,61,0
CUST-01536,2023-03-14,16272.3,568,Energy,3,0.23,0.73,11.1,2,111,0
CUST-04876,2024-03-09,2978.1,333,Manufacturing,3,0.95,0.06,4.7,-12,93,0
CUST-00958,2023-05-08,2377.93,663,Tech,5,0.99,0.0,5.5,-3,101,0
CUST-02526,2023-04-01,28668.39,432,Retail,4,0.31,0.7,6.8,-13,26,1
CUST-02577,2023-10-17,4967.1,681,Energy,10,0.7,0.31,4.4,-10,61,0
CUST-00260,2023-01-05,20105.69,576,Tech,1,0.86,0.18,4.3,-10,101,0
CUST-02225,2023-03-07,7163.84,455,Retail,3,0.31,0.7,9.1,-12,101,1
CUST-03391,2023-09-23,7118.38,686,Manufacturing,9,0.27,0.78,14.5,12,77,0
CUST-00712,2023-03-21,11507.22,834,Energy,3,0.11,0.84,6.5,-12,64,1
CUST-04072,2023-03-13,3995.01,499,Construction,3,0.47,0.55,5.5,-3,51,0
CUST-01947,2023-12-22,9009.17,574,Tech,12,0.91,0.04,9.3,-6,0,0
CUST-03045,2023-08-29,5971.83,800,Tech,8,0.91,0.11,1.2,-6,49,0
CUST-03703,2024-01-26,2817.5,758,Construction,1,0.21,0.78,11.4,-5,39,0
CUST-02480,2023-01-20,10614.6,349,Energy,1,0.28,0.73,21.2,-3,71,1
CUST-01771,2023-02-01,6563.99,831,Healthcare,2,0.47,0.51,8.5,-6,16,0
CUST-04302,2023-11-02,7146.52,391,Services,11,0.8,0.17,5.7,-5,0,1
CUST-02477,2024-02-15,3077.5,755,Retail,2,0.65,0.37,6.1,2,77,0
CUST-01434,2023-04-18,28944.06,638,Construction,4,0.56,0.48,3.9,-9,106,1
CUST-00920,2024-03-19,16340.0,352,Tech,3,0.63,0.34,8.0,-7,107,0
CUST-03066,2024-01-14,17523.97,795,Manufacturing,1,0.19,0.85,18.2,-3,76,0
CUST-00307,2023-12-05,6346.41,303,Retail,12,0.53,0.43,9.1,9,29,1
CUST-01656,2023-05-31,2031.75,580,Energy,5,0.99,0.03,8.5,-6,76,1
CUST-00759,2023-07-10,38651.23,589,Construction,7,0.18,0.87,10.0,2,66,1
CUST-03636,2023-11-13,7716.54,372,Retail,11,0.57,0.39,8.1,-1,118,1
CUST-04146,2023-08-01,4451.34,436,Healthcare,8,0.37,0.62,5.9,9,21,1
CUST-00205,2024-02-26,11309.99,692,Construction,2,0.59,0.39,23.2,-11,34,0
CUST-03954,2023-03-22,20613.4,507,Healthcare,3,0.62,0.37,14.3,-1,55,1
CUST-04097,2023-08-03,7955.03,559,Services,8,0.62,0.41,4.8,-5,13,0
CUST-01263,2023-03-30,22535.79,562,Services,3,0.87,0.15,11.3,12,103,0
CUST-01559,2023-03-31,19271.83,804,Tech,3,0.45,0.6,4.7,-10,44,0
CUST-02787,2023-09-23,3425.13,849,Tech,9,0.56,0.41,4.6,-15,85,0
CUST-03961,2023-03-19,4726.63,502,Energy,3,0.11,0.89,1.2,-2,32,0
CUST-04290,2024-01-15,17431.42,646,Tech,1,0.81,0.18,5.7,-1,11,0
CUST-02543,2024-02-19,925.11,351,Manufacturing,2,0.33,0.71,5.5,13,23,1
CUST-02682,2024-02-19,7189.92,655,Energy,2,0.83,0.12,8.8,-9,68,0
CUST-01174,2023-12-09,2579.46,818,Retail,12,0.34,0.71,12.0,-1,56,1
CUST-00805,2023-04-03,5534.5,662,Construction,4,0.11,0.89,13.6,0,8,0
CUST-04229,2023-07-06,6380.13,344,Energy,7,0.24,0.77,10.2,8,1,0
CUST-01088,2024-03-26,6083.92,677,Construction,3,0.99,0.0,8.7,-11,58,0
CUST-01681,2023-02-26,5209.25,711,Construction,2,0.39,0.65,15.9,6,94,1
CUST-00300,2024-02-07,3368.71,441,Tech,2,0.2,0.81,7.3,4,109,1
CUST-03764,2023-03-25,50692.29,557,Healthcare,3,0.21,0.81,1.3,15,28,1
CUST-03176,2023-01-16,36097.16,336,Energy,1,0.38,0.63,5.5,3,92,1
CUST-04280,2023-09-12,3198.21,344,Retail,9,0.13,0.86,7.5,3,117,1
CUST-00949,2023-04-15,28729.89,345,Manufacturing,4,0.56,0.4,5.9,2,99,1
CUST-00034,2023-06-06,5886.56,600,Services,6,0.29,0.74,1.3,10,54,0
CUST-02548,2023-07-26,8985.34,587,Manufacturing,7,0.57,0.41,14.4,-10,93,0
CUST-00361,2023-11-17,7703.12,568,Tech,11,0.23,0.8,4.7,-7,21,0
CUST-04869,2023-07-11,4780.03,361,Healthcare,7,0.49,0.52,5.5,14,118,1
CUST-00714,2024-03-06,17802.28,541,Energy,3,0.64,0.35,9.5,15,84,1
CUST-02731,2023-05-16,8961.65,653,Manufacturing,5,0.16,0.85,10.3,-13,104,1
CUST-03825,2023-11-15,5534.51,370,Tech,11,0.46,0.55,3.6,1,48,0
CUST-00378,2023-06-14,2853.58,712,Retail,6,0.37,0.65,3.0,-6,11,0
CUST-00845,2023-01-15,3964.46,360,Healthcare,1,0.32,0.71,1.7,0,70,1
CUST-04265,2024-02-06,2179.6,751,Retail,2,0.64,0.33,13.3,-15,88,0
CUST-02560,2023-01-14,8182.71,692,Retail,1,0.63,0.41,10.0,-12,7,0
CUST-00185,2023-06-19,3110.9,828,Services,6,0.67,0.32,6.6,15,96,0
CUST-04732,2023-01-15,6552.17,604,Healthcare,1,0.24,0.8,1.6,14,15,1
CUST-02558,2023-08-29,24247.81,490,Healthcare,8,0.36,0.61,7.8,-15,39,1
CUST-01720,2023-01-18,21150.94,377,Healthcare,1,0.29,0.66,26.4,10,44,1
CUST-02629,2024-01-12,7896.53,824,Retail,1,0.59,0.42,6.8,2,63,0
CUST-01643,2024-03-22,7557.78,600,Manufacturing,3,0.51,0.47,7.3,4,62,1
CUST-01578,2023-03-15,36457.4,316,Services,3,0.4,0.65,6.9,-12,50,0
CUST-02348,2023-07-28,12290.78,733,Energy,7,0.81,0.15,3.3,-5,108,0
CUST-02267,2023-01-24,6233.88,342,Construction,1,0.18,0.77,0.6,12,9,0
CUST-04361,2023-10-04,2589.41,367,Tech,10,0.98,0.0,13.1,8,75,1
CUST-02615,2023-07-13,11104.42,679,Tech,7,0.2,0.77,5.1,-12,85,0
CUST-03614,2024-01-26,15732.11,511,Retail,1,0.8,0.21,2.4,15,120,1
CUST-00964,2023-11-03,4888.69,502,Retail,11,0.43,0.57,7.3,3,70,0
CUST-02234,2024-01-05,10228.8,408,Construction,1,0.88,0.11,16.2,-12,44,1
CUST-01224,2023-09-26,6058.04,583,Healthcare,9,0.17,0.79,4.5,-11,84,0
CUST-01291,2023-03-28,6993.76,524,Services,3,0.44,0.53,1.8,5,103,0
CUST-02242,2023-03-22,1107.37,417,Manufacturing,3,0.4,0.57,24.9,-3,55,0
CUST-00938,2023-02-21,6785.71,639,Retail,2,0.99,0.03,7.8,-12,101,0
CUST-00125,2023-01-08,17597.21,580,Services,1,0.99,0.04,13.2,-6,85,0
CUST-04585,2023-06-28,4889.66,790,Construction,6,0.27,0.76,16.1,2,72,1
CUST-04212,2023-04-25,8450.84,318,Construction,4,0.67,0.38,2.2,-13,83,1
CUST-00839,2023-02-17,4425.95,474,Tech,2,0.58,0.46,4.2,10,12,1
CUST-01693,2023-08-03,10811.37,768,Tech,8,0.24,0.76,8.4,10,63,1
CUST-04445,2023-02-03,6814.32,441,Construction,2,0.25,0.74,6.0,3,114,1
CUST-02870,2023-02-27,3822.3,762,Energy,2,0.99,0.05,4.0,-11,87,1
CUST-04501,2023-09-01,23530.23,597,Healthcare,9,0.51,0.5,11.2,-5,29,0
CUST-02610,2023-08-26,17037.05,769,Construction,8,0.21,0.77,10.7,-14,104,1
CUST-02221,2023-08-01,4994.41,672,Healthcare,8,0.29,0.72,10.3,15,51,0
CUST-01160,2024-03-14,12067.01,767,Tech,3,0.34,0.71,9.1,2,113,0
CUST-02321,2023-10-02,12455.65,737,Manufacturing,10,0.56,0.47,10.7,-5,53,0
CUST-04703,2023-08-14,13545.92,742,Services,8,0.4,0.58,15.4,-4,56,0
CUST-02006,2023-03-10,2089.32,755,Energy,3,0.51,0.54,5.4,0,17,0
CUST-01404,2024-03-14,18129.31,547,Manufacturing,3,0.25,0.8,20.9,10,24,0
CUST-00584,2023-11-05,5137.08,441,Construction,11,0.39,0.58,5.5,-14,52,0
CUST-02551,2024-02-19,6085.95,701,Construction,2,0.16,0.88,8.5,11,19,0
CUST-02775,2023-11-23,66856.61,521,Energy,11,0.9,0.14,7.2,6,10,0
CUST-04429,2023-01-01,10316.49,483,Healthcare,1,0.28,0.67,3.1,8,39,0
CUST-03635,2023-06-09,5948.78,663,Healthcare,6,0.78,0.24,25.7,10,97,0
CUST-00416,2023-09-01,1388.2,487,Healthcare,9,0.41,0.57,9.6,0,22,1
CUST-01066,2023-08-29,24632.24,412,Manufacturing,8,0.53,0.49,9.0,0,89,0
CUST-00238,2023-05-12,2762.34,480,Retail,5,0.36,0.68,12.5,6,86,1
CUST-03857,2023-03-07,3630.95,498,Retail,3,0.73,0.27,20.1,-12,112,0
CUST-00414,2023-06-15,6216.23,369,Manufacturing,6,0.86,0.13,7.8,-8,41,0
CUST-00868,2023-12-03,25162.99,784,Tech,12,0.36,0.68,5.2,-12,46,0
CUST-03143,2023-10-04,15041.86,698,Healthcare,10,0.32,0.73,6.3,-5,55,0
CUST-00441,2023-07-07,7141.87,850,Tech,7,0.71,0.25,20.2,9,32,0
CUST-00706,2023-11-11,10369.6,309,Energy,11,0.28,0.76,17.4,-8,88,1
CUST-03494,2023-12-09,5012.51,302,Healthcare,12,0.68,0.28,26.5,13,97,0
CUST-03211,2024-01-02,9060.89,777,Energy,1,0.18,0.8,4.2,-4,25,0
CUST-01467,2023-02-19,8592.71,366,Healthcare,2,0.66,0.37,7.7,15,102,1
CUST-04884,2023-09-02,17588.77,396,Retail,9,0.56,0.47,7.1,-12,68,1
CUST-04856,2023-09-10,17566.39,830,Healthcare,9,0.2,0.82,39.0,-9,28,0
CUST-03653,2024-01-19,12030.28,617,Services,1,0.68,0.27,17.0,-3,93,0
CUST-02914,2024-03-01,6063.98,397,Manufacturing,3,0.5,0.46,7.8,-5,108,0
CUST-02560,2024-03-12,14668.5,356,Energy,3,0.3,0.74,19.4,-6,59,1
CUST-02723,2023-10-20,7528.31,406,Construction,10,0.42,0.54,7.3,11,90,0
CUST-01624,2023-04-11,3410.0,387,Healthcare,4,0.54,0.42,2.9,-7,36,0
CUST-04371,2023-03-06,5868.59,670,Energy,3,0.18,0.85,10.1,-10,116,1
CUST-00644,2023-04-23,8669.98,674,Tech,4,0.96,0.05,5.2,1,24,0
CUST-03815,2023-09-21,16783.85,351,Tech,9,0.7,0.29,3.4,-3,106,1
CUST-04652,2023-03-08,6996.59,340,Manufacturing,3,0.19,0.78,3.8,-10,73,1
CUST-01080,2024-02-17,3079.86,390,Manufacturing,2,0.84,0.2,18.1,8,43,1
CUST-00762,2023-03-15,8479.39,338,Manufacturing,3,0.39,0.66,37.4,9,33,1
CUST-03837,2023-04-26,8872.97,312,Tech,4,0.64,0.31,5.3,1,120,1
CUST-00797,2023-12-04,9401.93,403,Services,12,0.35,0.66,15.5,-3,11,1
CUST-03733,2023-02-12,16914.0,342,Manufacturing,2,0.76,0.22,10.1,5,92,0
CUST-02543,2024-01-16,18308.83,508,Manufacturing,1,0.75,0.28,2.1,-1,38,0
CUST-03813,2023-02-18,5037.33,775,Healthcare,2,0.6,0.38,29.7,0,18,0
CUST-03855,2024-01-03,4949.71,408,Construction,1,0.32,0.7,22.8,5,18,1
CUST-01899,2023-07-26,3525.72,513,Manufacturing,7,0.33,0.67,8.7,8,28,0
CUST-01834,2023-05-25,14172.41,708,Tech,5,0.44,0.56,9.5,-9,65,0
CUST-01178,2023-11-11,25823.91,376,Tech,11,0.23,0.81,14.7,5,89,1
CUST-02114,2023-02-23,6297.67,394,Manufacturing,2,0.4,0.6,54.7,-3,108,0
CUST-02978,2023-05-08,6679.88,568,Retail,5,0.72,0.31,11.8,15,100,0
CUST-03212,2023-04-26,26197.68,660,Retail,4,0.85,0.14,16.3,12,111,0
CUST-01503,2023-05-09,12142.25,829,Construction,5,0.4,0.57,2.3,-10,114,0
CUST-02707,2023-04-05,11487.2,461,Retail,4,0.31,0.69,21.8,-8,97,0
CUST-02661,2024-01-09,3125.24,764,Healthcare,1,0.85,0.15,7.8,6,93,0
CUST-03714,2023-12-04,13946.48,847,Energy,12,0.9,0.1,19.3,-6,75,0
CUST-03994,2023-06-04,3853.32,486,Retail,6,0.47,0.56,16.9,5,19,1
CUST-00248,2023-06-18,3270.78,351,Energy,6,0.12,0.89,4.6,-6,56,0
CUST-00536,2023-12-30,6140.02,787,Healthcare,12,0.73,0.31,7.8,-15,96,0
CUST-03894,2023-08-25,5071.37,830,Healthcare,8,0.81,0.19,6.8,-4,8,0
CUST-00925,2023-12-09,6786.7,695,Construction,12,0.12,0.85,5.1,-8,118,1
CUST-02880,2023-10-30,2558.6,391,Energy,10,0.64,0.32,3.9,-8,1,1
CUST-03922,2023-09-24,17449.27,656,Tech,9,0.63,0.41,13.2,13,27,0
CUST-03779,2023-09-22,19973.25,443,Energy,9,0.44,0.52,4.4,6,33,0
CUST-01400,2023-10-23,1706.37,498,Manufacturing,10,0.77,0.19,3.6,-9,20,1
CUST-02313,2023-05-17,17725.62,622,Services,5,0.49,0.47,8.7,-9,82,0
CUST-02856,2024-01-25,4236.86,631,Retail,1,0.71,0.28,5.4,-1,77,0
CUST-04952,2023-03-09,16084.0,563,Retail,3,0.57,0.43,7.5,-4,80,0
CUST-04708,2023-06-17,7671.31,516,Construction,6,0.32,0.63,8.6,0,55,1
CUST-01044,2023-08-05,8291.78,733,Construction,8,0.65,0.35,20.3,11,4,1
CUST-04162,2023-07-11,6987.81,759,Healthcare,7,0.76,0.23,6.6,0,84,0
CUST-00844,2023-12-05,21369.15,802,Services,12,0.98,0.05,21.2,-14,21,0
CUST-03324,2023-03-16,3005.89,768,Healthcare,3,0.44,0.59,14.2,-2,58,0
CUST-00877,2023-10-24,13177.58,665,Retail,10,0.16,0.86,17.3,0,39,0
CUST-02670,2024-01-13,19556.52,538,Retail,1,0.99,0.01,0.5,-2,83,0
CUST-04556,2024-03-11,14372.5,695,Retail,3,0.66,0.31,8.6,-10,91,0
CUST-00582,2023-01-18,52039.54,694,Tech,1,0.95,0.08,7.1,7,62,1
CUST-02475,2024-01-18,5307.32,374,Manufacturing,1,0.19,0.79,5.9,8,31,1
CUST-04365,2024-02-14,17428.18,397,Energy,2,0.41,0.58,11.6,13,44,0
CUST-03777,2023-07-17,7443.73,682,Healthcare,7,0.22,0.82,9.5,2,82,1
CUST-03284,2023-11-20,21735.99,669,Tech,11,0.85,0.2,25.9,-6,91,0
CUST-04838,2023-01-25,8053.39,584,Healthcare,1,0.89,0.15,17.3,8,86,1
CUST-03387,2024-02-11,5941.4,555,Tech,2,0.55,0.5,6.6,11,32,0
CUST-01955,2023-04-12,23037.02,608,Retail,4,0.27,0.77,5.3,-1,81,1
CUST-01997,2023-04-04,5468.45,475,Construction,4,0.21,0.81,3.4,2,34,1
CUST-04489,2023-01-08,2617.09,527,Tech,1,0.63,0.35,16.4,-7,45,1
CUST-01303,2023-03-15,5358.95,646,Construction,3,0.56,0.49,14.9,0,100,0
CUST-03952,2023-11-21,13296.1,641,Manufacturing,11,0.73,0.31,21.7,0,105,0
CUST-03145,2023-01-18,24677.1,538,Healthcare,1,0.37,0.6,8.6,-14,35,0
CUST-00542,2024-03-03,8856.47,649,Energy,3,0.46,0.54,17.3,15,107,0
CUST-02792,2024-02-11,23261.56,754,Tech,2,0.12,0.84,14.5,15,61,1
CUST-01706,2023-05-02,2733.83,740,Retail,5,0.65,0.4,8.2,-1,82,1
CUST-04842,2023-03-24,5683.88,814,Manufacturing,3,0.48,0.53,9.9,15,89,1
CUST-03532,2023-07-23,6432.64,380,Retail,7,0.93,0.04,2.8,3,99,1
CUST-03567,2023-06-15,7393.47,660,Services,6,0.68,0.3,30.2,8,106,0
CUST-04647,2023-01-06,8666.98,587,Construction,1,0.46,0.59,9.1,-5,25,0
CUST-02804,2023-10-20,14083.07,307,Tech,10,0.34,0.67,6.0,6,6,1
CUST-04461,2023-09-04,5676.87,386,Services,9,0.91,0.08,2.7,13,86,0
CUST-01935,2023-09-05,9056.36,585,Healthcare,9,0.11,0.89,25.2,9,4,1
CUST-01418,2024-03-15,7815.79,698,Energy,3,0.39,0.57,6.8,15,116,0
CUST-00639,2023-06-26,3863.34,373,Retail,6,0.95,0.01,3.5,-8,86,1
CUST-04704,2023-04-07,7398.75,738,Energy,4,0.69,0.32,9.4,-6,99,1
CUST-03987,2023-11-18,7223.34,422,Tech,11,0.58,0.42,12.0,-10,31,0
CUST-00937,2024-03-21,7100.61,676,Energy,3,0.28,0.71,17.8,15,78,0
CUST-04852,2024-02-23,8311.6,442,Manufacturing,2,0.85,0.16,1.6,3,90,1
CUST-04884,2023-10-23,8608.79,457,Services,10,0.28,0.68,4.8,-13,80,1
CUST-03793,2023-07-27,5733.97,729,Energy,7,0.32,0.72,9.1,2,83,1
CUST-02666,2023-08-20,22430.38,747,Healthcare,8,0.27,0.71,11.3,-8,56,0
CUST-04548,2023-04-20,3179.3,709,Healthcare,4,0.24,0.72,12.2,10,79,0
CUST-00800,2023-08-21,4551.55,670,Retail,8,0.96,0.01,5.9,13,111,0
CUST-03648,2023-11-15,74904.62,408,Manufacturing,11,0.64,0.32,4.5,5,105,1
CUST-01444,2023-05-15,3531.96,335,Tech,5,0.67,0.3,2.2,-7,61,1
CUST-02524,2023-10-07,2743.52,389,Retail,10,0.96,0.03,10.5,-11,27,1
CUST-03325,2023-08-14,14582.56,714,Tech,8,0.31,0.71,2.9,-11,94,1
CUST-00571,2023-03-02,1538.1,595,Retail,3,0.11,0.87,7.0,8,79,0
CUST-04901,2024-01-17,6712.86,345,Tech,1,0.64,0.35,3.5,-1,77,0
CUST-00891,2023-05-24,45101.01,787,Manufacturing,5,0.56,0.48,7.3,8,110,0
CUST-04886,2023-12-02,2354.42,469,Services,12,0.53,0.45,8.1,12,73,1
CUST-03105,2024-01-29,1659.76,445,Construction,1,0.16,0.87,12.0,-14,65,1
CUST-02683,2023-09-21,2442.2,719,Construction,9,0.51,0.46,2.3,8,96,0
CUST-04050,2023-06-22,16625.41,302,Healthcare,6,0.36,0.61,13.1,-3,40,0
CUST-00504,2023-06-22,19926.81,562,Tech,6,0.35,0.65,13.6,7,85,1
CUST-00742,2023-04-06,5377.23,620,Services,4,0.3,0.67,3.8,-4,65,1
CUST-01783,2023-05-11,13996.6,545,Energy,5,0.4,0.64,3.5,12,63,0
CUST-01139,2023-06-24,24641.92,776,Manufacturing,6,0.42,0.54,5.4,6,6,0
CUST-04758,2024-02-18,33856.19,558,Tech,2,0.38,0.63,21.3,13,115,1
CUST-00002,2024-03-22,6653.72,392,Healthcare,3,0.98,0.03,2.0,-13,40,1
CUST-01202,2023-09-07,1285.4,832,Retail,9,0.94,0.02,12.9,-11,44,0
CUST-01223,2024-01-31,4201.92,638,Services,1,0.62,0.4,10.4,13,43,0
CUST-03711,2023-10-09,5759.22,559,Healthcare,10,0.98,0.02,23.0,2,29,1
CUST-04353,2023-08-22,6586.97,536,Tech,8,0.99,0.03,14.4,-5,37,0
CUST-02388,2023-12-06,6972.38,440,Services,12,0.42,0.61,0.5,14,38,1
CUST-03195,2023-02-19,19833.26,779,Healthcare,2,0.5,0.48,16.8,0,18,0
CUST-04735,2023-12-09,22461.16,649,Healthcare,12,0.96,0.04,5.2,-7,46,0
CUST-03664,2024-03-14,7063.25,429,Energy,3,0.65,0.33,6.3,5,37,0
CUST-01603,2023-06-25,19512.06,836,Manufacturing,6,0.29,0.68,2.9,8,16,0
CUST-01685,2024-01-26,10787.35,310,Energy,1,0.72,0.23,14.3,5,100,1
CUST-02594,2023-09-23,8532.22,556,Tech,9,0.29,0.76,1.7,10,73,1
CUST-02456,2023-05-15,16734.63,668,Construction,5,0.41,0.58,7.7,-7,78,0
CUST-04672,2023-02-02,8585.26,693,Tech,2,0.3,0.65,23.5,-4,68,1
CUST-02495,2024-02-05,42034.62,718,Healthcare,2,0.32,0.63,14.8,-5,113,1
CUST-03562,2023-07-07,2563.86,318,Construction,7,0.1,0.88,11.2,-15,101,0
CUST-02821,2023-08-07,5366.14,409,Services,8,0.89,0.06,5.7,-10,106,1
CUST-00732,2023-11-25,7323.07,736,Construction,11,0.37,0.62,16.2,-3,98,1
CUST-04774,2023-01-14,11516.8,804,Energy,1,0.18,0.78,4.8,8,3,0
CUST-00067,2023-10-06,22345.24,333,Energy,10,0.18,0.77,12.5,12,34,0
CUST-04182,2023-03-06,7946.45,587,Healthcare,3,0.6,0.42,17.4,7,0,1
CUST-03312,2023-02-18,2597.27,554,Healthcare,2,0.99,0.05,4.5,15,80,1
CUST-01045,2023-04-27,15898.99,433,Tech,4,0.23,0.76,9.0,-14,84,0
CUST-02410,2023-08-23,14823.47,798,Tech,8,0.19,0.84,8.7,13,109,0
CUST-00512,2024-02-29,1713.88,696,Tech,2,0.49,0.46,13.4,2,57,0
CUST-03025,2023-02-26,8078.46,786,Tech,2,0.61,0.42,3.9,0,21,0
CUST-04497,2023-03-03,2270.8,512,Tech,3,0.36,0.6,10.3,11,4,0
CUST-00436,2023-10-09,4761.31,649,Healthcare,10,0.37,0.66,7.3,-6,59,0
CUST-00007,2023-12-31,3935.34,318,Healthcare,12,0.48,0.56,18.1,1,109,1
CUST-04588,2023-06-01,15481.67,418,Energy,6,0.38,0.65,11.6,0,35,1
CUST-02943,2023-03-06,8896.95,601,Energy,3,0.92,0.11,12.2,1,101,0
CUST-00899,2024-03-23,2897.28,584,Manufacturing,3,0.14,0.87,10.9,-1,8,0
CUST-02312,2023-06-27,16383.87,526,Tech,6,0.31,0.67,5.1,-13,83,1
CUST-00256,2023-06-07,2573.33,806,Healthcare,6,0.83,0.18,4.2,15,109,0
CUST-01928,2023-08-20,10552.21,800,Services,8,0.85,0.14,13.0,-13,56,0
CUST-03537,2023-08-12,4225.07,511,Tech,8,0.2,0.75,1.3,11,105,0
CUST-04835,2023-10-11,6047.85,655,Services,10,0.98,0.02,4.9,8,118,0
CUST-03230,2023-02-12,12129.75,786,Services,2,0.72,0.3,8.5,-7,108,1
CUST-02607,2024-03-19,12297.6,620,Services,3,0.35,0.6,11.7,-11,77,0
CUST-03136,2023-09-16,23613.53,522,Tech,9,0.51,0.5,2.8,1,83,0
CUST-03327,2023-04-04,7587.04,490,Retail,4,0.37,0.65,7.6,14,89,1
CUST-03126,2023-07-23,10354.34,799,Construction,7,0.24,0.73,9.0,2,3,0
CUST-03566,2024-02-24,5709.06,794,Construction,2,0.36,0.63,7.8,11,50,0
CUST-04466,2023-09-19,9373.03,536,Energy,9,0.62,0.43,9.2,0,38,0
CUST-01731,2023-04-10,11517.11,321,Manufacturing,4,0.84,0.2,5.6,4,83,0
CUST-01421,2023-03-14,7490.21,626,Healthcare,3,0.43,0.56,15.7,-7,105,1
CUST-03891,2024-03-06,1914.09,844,Healthcare,3,0.41,0.57,11.2,-1,51,0
CUST-01140,2023-12-15,10563.68,426,Energy,12,0.52,0.44,7.3,12,74,0
CUST-01542,2023-04-24,10847.06,664,Energy,4,0.68,0.27,1.4,5,70,1
CUST-04551,2024-02-02,4702.55,343,Energy,2,0.78,0.2,10.2,-7,54,1
CUST-03151,2023-01-09,2900.07,818,Tech,1,0.39,0.65,2.7,13,107,1
CUST-02952,2023-04-12,26389.02,427,Energy,4,0.63,0.42,1.5,-3,30,0
CUST-03418,2024-01-11,12005.94,429,Construction,1,0.45,0.58,3.8,-15,49,0
CUST-01264,2024-01-17,6746.2,828,Tech,1,0.74,0.25,11.3,0,7,0
CUST-02364,2023-07-01,3262.91,620,Tech,7,0.25,0.71,11.3,-7,86,1
CUST-01029,2023-09-27,4198.78,485,Tech,9,0.33,0.68,0.3,8,111,1
CUST-01101,2023-11-04,22972.94,647,Manufacturing,11,0.48,0.53,11.2,-3,14,0
CUST-00096,2024-02-04,9046.47,780,Manufacturing,2,0.9,0.09,1.8,14,64,0
CUST-00588,2023-03-19,5216.23,660,Retail,3,0.62,0.4,15.9,-2,110,0
CUST-00129,2023-10-16,12182.45,586,Services,10,0.97,0.05,13.6,-5,9,1
CUST-01180,2024-03-16,4223.76,481,Construction,3,0.19,0.84,1.4,-15,40,0
CUST-03988,2023-09-29,26921.34,750,Retail,9,0.51,0.49,10.1,7,87,0
CUST-03578,2023-09-26,23914.5,396,Manufacturing,9,0.48,0.55,5.6,-2,78,1
CUST-01113,2023-01-25,5578.87,613,Manufacturing,1,0.64,0.31,15.7,5,112,0
CUST-00694,2024-02-14,4900.36,845,Retail,2,0.83,0.19,4.7,10,47,0
CUST-01125,2023-09-30,997.74,320,Retail,9,0.86,0.11,20.4,8,20,1
CUST-03407,2023-07-05,2476.83,796,Services,7,0.7,0.28,14.2,4,85,0
CUST-03736,2023-10-04,2775.05,702,Manufacturing,10,0.68,0.28,2.9,2,23,0
CUST-04952,2023-04-28,9028.6,423,Retail,4,0.95,0.02,22.3,15,73,1
CUST-03488,2023-12-22,6241.73,418,Services,12,0.45,0.6,10.0,-15,22,1
CUST-01473,2023-09-29,2762.06,776,Tech,9,0.85,0.14,7.8,7,79,0
CUST-03723,2023-03-27,6470.89,402,Manufacturing,3,0.93,0.11,4.2,-15,68,1
CUST-04174,2023-07-11,12140.11,632,Services,7,0.54,0.43,9.3,9,32,0
CUST-03475,2023-03-23,12360.63,758,Manufacturing,3,0.76,0.21,16.0,1,35,0
CUST-04523,2023-02-21,1772.71,429,Energy,2,0.44,0.57,11.2,6,24,0
CUST-03687,2023-12-15,7312.86,433,Retail,12,0.24,0.74,11.7,-14,103,1
CUST-03152,2023-03-26,2679.34,456,Energy,3,0.63,0.38,8.8,15,57,0
CUST-02911,2023-11-22,16670.28,724,Services,11,0.28,0.71,18.2,11,89,0
CUST-01850,2023-11-21,15173.67,734,Energy,11,0.51,0.52,10.1,15,65,1
CUST-01523,2024-03-15,3950.42,688,Tech,3,0.89,0.1,4.4,6,97,0
CUST-03480,2023-11-13,4390.35,617,Energy,11,0.18,0.83,5.2,6,30,1
CUST-04953,2023-04-26,5602.6,804,Energy,4,0.13,0.85,8.3,0,103,0
CUST-00061,2024-03-07,1336.44,489,Tech,3,0.65,0.37,7.1,-11,43,1
CUST-04735,2024-01-20,10601.75,710,Manufacturing,1,0.4,0.62,16.7,-11,62,1
CUST-04081,2024-01-02,6514.1,351,Retail,1,0.48,0.51,11.9,8,44,1
CUST-01940,2023-03-19,17608.55,745,Retail,3,0.47,0.51,8.4,-9,82,0
CUST-04111,2023-10-04,3365.3,743,Retail,10,0.18,0.83,4.8,5,100,1
