customer_id,amount_normalized,customer_age_normalized,invoice_frequency,credit_score_normalized,industry_risk_factor,seasonal_factor,is_bad_payer,amount,credit_score,industry,customer_age_months,payment_count,invoice_month,hist_paid_ratio,hist_late_ratio,hist_avg_delay_normalized,hist_payment_count_normalized
CUST-005890,0.028109,0.491329,1.65,0.94,0.2,0.9392,0,141029.21,817,Technology,91,70,1,0.7427,0.1139,0.0375,0.4
CUST-005891,0.05258,0.104046,13.61,0.249091,0.2,0.8613,1,263371.36,437,Technology,24,168,6,0.452,0.4531,0.349167,0.54
CUST-005892,0.002749,0.578035,7.1,0.509091,0.4,0.8912,1,14241.92,580,Logistics,106,154,6,0.5153,0.306,0.102,0.085
CUST-005893,0.015949,0.83815,0.92,0.901818,0.22,0.9088,0,80239.0,796,Finance,151,185,4,0.7825,0.1467,0.10425,0.99
CUST-005894,0.000725,0.543353,2.68,0.834545,0.4,0.7931,0,4127.05,759,Logistics,100,49,8,0.7226,0.1445,0.081667,0.63
CUST-005895,0.006209,0.578035,0.5,0.730909,0.45,0.8635,1,31542.03,702,Retail,106,57,5,0.6957,0.2168,0.140083,0.835
CUST-005896,0.004015,0.16763,0.5,0.554545,0.5,0.8541,0,20571.88,605,Agriculture,35,56,7,0.4391,0.2356,0.20175,0.325
CUST-005897,0.000417,0.976879,7.68,0.474545,0.45,0.9048,0,2583.9,561,Retail,175,198,9,0.5451,0.3109,0.102667,0.555
CUST-005898,0.008088,0.184971,10.74,0.527273,0.45,0.937,0,40936.01,590,Retail,38,76,1,0.6703,0.2943,0.159083,0.325
CUST-005899,0.001658,0.063584,5.37,0.916364,0.52,0.8461,0,8788.09,804,Tourism,17,21,9,0.8873,0.0633,0.02825,0.52
CUST-005900,0.143393,0.676301,18.13,0.521818,0.2,0.9499,0,717394.76,587,Technology,123,16,4,0.5937,0.2749,0.160667,0.91
CUST-005901,0.001206,0.537572,0.5,0.654545,0.25,0.7879,0,6530.99,660,Telecom,99,6,7,0.6949,0.2117,0.164,0.795
CUST-005902,5.1e-05,0.890173,1.61,0.498182,0.25,1.0462,1,754.75,574,Telecom,160,34,11,0.6066,0.3286,0.0155,0.13
CUST-005903,0.004936,0.959538,0.57,0.789091,0.15,0.9414,0,25175.72,734,Education,172,59,4,0.6936,0.1479,0.061833,0.185
CUST-005904,0.018108,0.786127,6.09,0.538182,0.35,0.9868,0,91030.7,596,Manufacturing,142,67,4,0.5237,0.3151,0.252583,0.465
CUST-005905,0.002409,0.855491,8.84,0.618182,0.2,0.9422,1,12544.72,640,Pharmaceuticals,154,41,4,0.6352,0.2126,0.298583,0.41
CUST-005906,0.010624,0.433526,2.37,0.329091,0.3,0.8853,0,53616.85,481,Real Estate,81,147,6,0.476,0.3831,0.31675,0.045
CUST-005907,0.021048,0.16185,7.07,0.341818,0.48,0.9667,0,105729.08,488,Food & Beverage,34,157,5,0.4264,0.3877,0.240333,0.655
CUST-005908,0.002107,0.924855,7.53,0.636364,0.2,0.8919,0,11035.94,650,Pharmaceuticals,166,32,2,0.7625,0.2009,0.013333,0.075
CUST-005909,0.802106,0.67052,0.6,0.394545,0.25,0.8973,0,4010630.48,517,Telecom,122,10,9,0.5947,0.3483,0.444333,0.66
CUST-005910,0.002576,0.080925,1.89,1.0,0.22,1.115,0,13377.99,850,Finance,20,192,11,0.9326,0.0171,0.008583,0.98
CUST-005911,0.191024,0.00578,0.83,0.26,0.4,0.8807,0,955522.76,443,Logistics,7,119,6,0.3745,0.3938,0.105333,0.225
CUST-005912,0.030061,0.67052,4.44,0.489091,0.28,1.0927,0,150791.21,569,Energy,122,93,10,0.5791,0.3146,0.043167,0.955
CUST-005913,0.12584,0.988439,1.96,0.638182,0.55,0.8956,0,629636.79,651,Construction,177,77,6,0.5714,0.247,0.030167,0.475
CUST-005914,0.020338,0.098266,4.41,0.569091,0.48,0.878,1,102177.66,613,Food & Beverage,23,20,9,0.603,0.3294,0.197417,0.65
CUST-005915,0.010834,0.011561,8.35,0.434545,0.48,0.9936,1,54662.87,539,Food & Beverage,8,156,1,0.6018,0.3083,0.319,0.775
CUST-005916,0.000862,0.774566,2.13,0.461818,0.25,0.8154,0,4807.22,554,Telecom,140,27,7,0.5726,0.3284,0.32225,0.38
CUST-005917,0.001777,0.982659,14.29,0.454545,0.15,0.9843,0,9383.62,550,Education,176,153,3,0.5049,0.3819,0.35425,0.155
CUST-005918,0.00058,0.953757,2.1,0.583636,0.22,0.9157,0,3400.76,621,Finance,171,124,4,0.6122,0.2867,0.00975,0.58
CUST-005919,0.009167,0.947977,0.96,0.990909,0.25,0.926,1,46332.24,845,Telecom,170,29,1,0.9517,0.0483,0.02425,0.275
CUST-005920,0.04323,0.924855,3.01,0.649091,0.45,1.0109,0,216627.2,657,Retail,166,116,3,0.7048,0.1987,0.178083,0.385
CUST-005921,0.006744,0.618497,2.04,0.850909,0.28,0.7853,0,34217.47,768,Energy,113,143,7,0.8184,0.1337,0.10125,0.94
CUST-005922,0.016161,0.543353,0.53,0.727273,0.52,0.8609,0,81297.05,700,Tourism,100,173,6,0.6659,0.1535,0.07625,0.675
CUST-005923,0.052105,0.699422,0.5,0.838182,0.28,0.9162,0,261000.05,761,Energy,127,45,1,0.6903,0.1107,0.014417,0.08
CUST-005924,0.001327,0.057803,5.45,0.127273,0.25,0.8774,1,7135.02,370,Telecom,16,30,9,0.4143,0.4748,0.209667,0.595
CUST-005925,0.018775,0.387283,10.8,0.58,0.55,0.9473,1,94366.63,619,Construction,73,38,4,0.7085,0.229,0.169583,0.96
CUST-005926,0.059509,0.705202,2.32,0.872727,0.45,0.7948,0,298013.04,780,Retail,128,188,7,0.8295,0.1001,0.0735,0.81
CUST-005927,0.028107,0.647399,0.5,0.530909,0.35,0.9117,0,141020.36,592,Manufacturing,118,32,4,0.6114,0.261,0.294417,0.0
CUST-005928,0.089666,0.560694,5.4,0.956364,0.22,0.7811,0,448783.96,826,Finance,103,50,7,0.8536,0.0874,0.035583,0.335
CUST-005929,0.059287,0.531792,8.07,0.905455,0.48,0.8677,0,296907.0,798,Food & Beverage,98,71,5,0.8894,0.0989,0.048417,0.615
CUST-005930,0.000632,0.121387,1.56,0.550909,0.55,0.952,1,3659.7,603,Construction,27,163,1,0.593,0.2963,0.108,0.495
CUST-005931,0.001997,0.988439,1.0,0.543636,0.45,0.9958,1,10484.97,599,Retail,177,76,4,0.6451,0.3398,0.109167,0.78
CUST-005932,0.012331,0.728324,1.64,0.450909,0.48,0.977,1,62149.25,548,Food & Beverage,132,87,3,0.5915,0.3069,0.146333,0.23
CUST-005933,0.005414,0.768786,9.56,0.521818,0.28,0.8214,0,27569.74,587,Energy,139,5,6,0.538,0.3141,0.047917,0.05
CUST-005934,0.0,0.976879,2.16,0.410909,0.55,0.8795,1,500.0,526,Construction,175,107,6,0.5935,0.3507,0.015833,0.735
CUST-005935,0.0,0.138728,4.25,0.712727,0.18,0.9149,0,500.0,692,Healthcare,30,119,1,0.7711,0.2289,0.157667,0.455
CUST-005936,0.0,0.485549,0.5,0.370909,0.2,1.1302,1,500.0,504,Technology,90,31,11,0.4932,0.3779,0.243917,0.89
CUST-005937,0.0302,0.312139,1.32,0.745455,0.25,0.8639,0,151483.81,710,Telecom,60,97,2,0.7854,0.2123,0.07625,0.24
CUST-005938,0.009345,0.82659,1.04,0.749091,0.48,1.1393,0,47221.21,712,Food & Beverage,149,181,12,0.5934,0.1448,0.072417,0.595
CUST-005939,0.002478,0.543353,0.5,0.332727,0.45,0.8928,0,12886.33,483,Retail,100,1,2,0.3889,0.4011,0.054083,0.695
CUST-005940,0.001276,0.815029,0.51,0.916364,0.52,1.1711,1,6878.69,804,Tourism,147,86,12,0.8178,0.0846,0.066167,0.07
CUST-005941,0.022846,0.959538,2.16,0.729091,0.2,1.1062,1,114720.4,701,Pharmaceuticals,172,197,10,0.8142,0.1829,0.103583,0.69
CUST-005942,0.016626,0.895954,3.27,0.770909,0.25,0.9396,0,83621.8,724,Telecom,161,196,4,0.7148,0.2852,0.109667,0.69
CUST-005943,0.000106,0.682081,1.5,0.498182,0.22,0.8994,0,1028.75,574,Finance,124,65,9,0.4911,0.26,0.200917,0.11
CUST-005944,0.000568,0.046243,2.18,0.749091,0.18,1.0487,0,3338.57,712,Healthcare,14,143,11,0.8317,0.1573,0.0445,0.47
CUST-005945,0.002028,0.99422,5.7,0.84,0.5,0.8988,0,10637.48,762,Agriculture,178,103,2,0.7479,0.1168,0.04775,0.17
CUST-005946,0.001477,0.861272,1.14,0.618182,0.3,1.1346,0,7883.81,640,Real Estate,155,180,11,0.6233,0.2827,0.159083,0.5
CUST-005947,0.00231,0.919075,0.5,1.0,0.28,0.8909,1,12049.12,850,Energy,165,166,8,0.8174,0.0763,0.038167,0.4
CUST-005948,0.001191,0.236994,1.19,0.643636,0.15,1.0892,1,6452.25,654,Education,47,24,11,0.6455,0.2649,0.10425,0.905
CUST-005949,0.000787,0.300578,10.17,0.843636,0.2,1.1715,0,4435.53,764,Pharmaceuticals,58,151,12,0.7629,0.1225,0.072833,0.9
CUST-005950,0.009327,0.421965,0.5,0.689091,0.4,0.9847,0,47131.58,679,Logistics,79,47,1,0.7933,0.1917,0.229167,0.195
CUST-005951,0.00824,0.219653,0.55,0.741818,0.2,1.1068,0,41693.88,708,Technology,44,135,12,0.8009,0.1612,0.091667,0.165
CUST-005952,0.0,0.699422,0.5,0.330909,0.3,0.8626,1,500.0,482,Real Estate,127,159,8,0.5496,0.3892,0.115,0.445
CUST-005953,0.001074,0.080925,1.89,0.703636,0.52,0.9758,1,5869.06,687,Tourism,20,7,3,0.6023,0.2191,0.105167,0.805
CUST-005954,0.0,0.901734,4.17,0.501818,0.25,0.9279,0,500.62,576,Telecom,162,4,5,0.6235,0.2828,0.160833,0.37
CUST-005955,0.096952,0.705202,9.65,0.481818,0.25,0.9121,0,485213.61,565,Telecom,128,182,1,0.6252,0.3483,0.29025,0.2
CUST-005956,0.004153,0.635838,6.32,0.952727,0.52,0.939,0,21264.28,824,Tourism,116,104,1,0.883,0.0624,0.033583,0.445
CUST-005957,0.001954,0.751445,1.15,0.596364,0.55,0.7994,0,10270.7,628,Construction,136,52,6,0.6177,0.3191,0.029583,0.295
CUST-005958,0.010218,0.473988,4.03,0.452727,0.2,1.008,1,51583.75,549,Pharmaceuticals,88,82,3,0.5413,0.2999,0.20525,0.925
CUST-005959,0.039028,0.052023,4.36,0.570909,0.2,0.866,1,195618.07,614,Pharmaceuticals,15,80,8,0.6427,0.3024,0.1145,0.45
CUST-005960,0.0,0.526012,0.5,0.398182,0.2,0.951,1,500.0,519,Pharmaceuticals,97,48,4,0.6013,0.3515,0.099083,0.96
CUST-005961,0.000725,0.16185,2.23,0.896364,0.52,0.8067,0,4125.8,793,Tourism,34,95,6,0.8663,0.0738,0.078083,0.155
CUST-005962,0.004295,0.196532,1.49,0.509091,0.22,1.0398,0,21971.99,580,Finance,40,66,10,0.4916,0.2576,0.02075,0.35
CUST-005963,0.00031,0.028902,0.68,0.730909,0.4,1.1564,0,2048.01,702,Logistics,11,110,12,0.729,0.2631,0.068417,0.0
CUST-005964,0.00104,0.803468,0.5,0.881818,0.55,0.8956,0,5701.28,785,Construction,145,125,9,0.7032,0.1045,0.06325,0.175
CUST-005965,2.3e-05,0.635838,0.5,0.543636,0.2,0.8404,0,612.75,599,Technology,116,182,8,0.6905,0.2945,0.150833,0.58
CUST-005966,0.000607,0.213873,7.83,0.732727,0.28,1.0105,0,3536.42,703,Energy,43,127,4,0.7985,0.2015,0.059583,0.05
CUST-005967,0.000757,0.439306,1.61,0.447273,0.28,1.0482,1,4283.11,546,Energy,82,182,10,0.5601,0.3135,0.057833,0.29
CUST-005968,0.113119,0.531792,2.72,1.0,0.28,0.8161,0,566038.35,850,Energy,98,100,8,0.9012,0.0425,0.02125,0.64
CUST-005969,0.01544,0.843931,1.38,0.805455,0.45,0.7784,0,77692.95,743,Retail,152,173,7,0.7366,0.1568,0.081417,0.525
CUST-005970,0.000189,0.381503,0.73,0.6,0.25,0.9509,0,1446.61,630,Telecom,72,40,5,0.6771,0.2247,0.185167,0.365
CUST-005971,0.001379,0.780347,1.21,0.494545,0.52,0.8573,1,7396.69,572,Tourism,141,35,7,0.5525,0.361,0.20525,0.17
CUST-005972,0.008189,0.040462,0.75,0.614545,0.55,0.7943,0,41441.19,638,Construction,13,24,7,0.6518,0.2165,0.132333,0.86
CUST-005973,0.000816,0.699422,5.67,0.574545,0.48,1.0576,1,4580.82,616,Food & Beverage,127,163,10,0.6103,0.2711,0.400583,0.815
CUST-005974,0.001052,0.479769,9.52,0.990909,0.55,0.9049,1,5758.56,845,Construction,89,94,2,0.9324,0.0482,0.026083,0.99
CUST-005975,0.114859,0.757225,2.28,0.412727,0.22,0.777,1,574738.89,527,Finance,137,165,7,0.5839,0.3163,0.2895,0.945
CUST-005976,0.000277,0.485549,6.92,0.66,0.52,1.022,1,1886.14,663,Tourism,90,109,3,0.7361,0.1992,0.03775,0.155
CUST-005977,0.2825,0.254335,2.22,0.632727,0.2,0.8188,0,1412859.54,648,Pharmaceuticals,50,162,8,0.686,0.2131,0.081583,0.315
CUST-005978,0.000266,0.780347,2.37,0.614545,0.35,0.8268,1,1829.15,638,Manufacturing,141,103,8,0.5716,0.2359,0.036917,0.695
CUST-005979,0.0,0.49711,2.66,0.616364,0.35,0.929,0,500.0,639,Manufacturing,92,152,9,0.5936,0.2617,0.468417,0.12
CUST-005980,0.113914,0.086705,6.86,0.614545,0.2,1.0902,0,570015.3,638,Pharmaceuticals,21,93,11,0.7283,0.2309,0.020833,0.59
CUST-005981,0.007896,0.439306,11.02,0.794545,0.18,0.9528,1,39975.07,737,Healthcare,82,4,4,0.7875,0.1101,0.110417,0.7
CUST-005982,0.003127,0.046243,5.46,0.745455,0.15,1.0282,0,16135.85,710,Education,14,105,10,0.7906,0.1994,0.163167,0.01
CUST-005983,0.009445,0.34104,8.77,0.710909,0.52,0.9672,0,47718.07,691,Tourism,65,178,3,0.6919,0.2166,0.1415,0.04
CUST-005984,0.000146,0.445087,4.12,0.083636,0.2,0.9036,0,1229.37,346,Technology,83,78,9,0.4146,0.5058,0.306167,0.545
CUST-005985,0.001347,0.439306,7.31,0.689091,0.22,0.9062,0,7234.68,679,Finance,82,152,9,0.5936,0.1983,0.217333,0.14
CUST-005986,0.029586,0.404624,3.26,0.334545,0.55,0.9277,0,148416.84,484,Construction,76,102,2,0.4629,0.3561,0.274417,0.715
CUST-005987,0.001016,0.080925,5.93,0.752727,0.15,0.8271,0,5578.3,714,Education,20,116,6,0.7624,0.1548,0.092167,0.18
CUST-005988,0.000977,0.404624,4.89,0.903636,0.4,0.9685,0,5384.67,797,Logistics,76,98,3,0.7996,0.0934,0.033417,0.34
CUST-005989,0.04389,0.583815,5.53,0.467273,0.52,0.9733,0,219928.04,557,Tourism,107,36,5,0.6575,0.2918,0.154667,0.045
CUST-005990,0.003857,0.971098,1.07,0.587273,0.3,0.9039,0,19785.17,623,Real Estate,174,79,2,0.5969,0.245,0.036667,0.02
CUST-005991,0.00882,0.121387,0.67,0.527273,0.2,0.9087,1,44597.41,590,Technology,27,35,4,0.5477,0.2677,0.01375,0.555
CUST-005992,0.000156,0.872832,4.23,0.86,0.55,1.0983,0,1280.01,773,Construction,157,29,11,0.7905,0.1578,0.106667,0.38
CUST-005993,0.00432,0.647399,2.64,0.652727,0.15,0.9803,0,22097.14,659,Education,118,36,3,0.6782,0.2257,0.294583,0.165
CUST-005994,0.070693,0.988439,5.79,0.949091,0.35,0.9107,0,353927.37,822,Manufacturing,177,68,2,0.8862,0.0802,0.002583,0.59
CUST-005995,1.9e-05,0.0,0.63,0.710909,0.35,0.8375,0,596.62,691,Manufacturing,6,139,6,0.7946,0.2054,0.123417,0.515
CUST-005996,0.000524,0.052023,11.8,0.68,0.22,1.1371,1,3121.29,674,Finance,15,55,11,0.7117,0.2685,0.145667,0.85
CUST-005997,0.049934,0.630058,4.87,0.647273,0.3,0.961,0,250147.18,656,Real Estate,115,49,3,0.7188,0.2273,0.078417,0.155
CUST-005998,0.009399,0.647399,0.5,0.783636,0.2,0.9883,1,47489.46,731,Technology,118,57,4,0.6367,0.1734,0.088,0.895
CUST-005999,0.000771,0.283237,3.44,0.32,0.15,0.8723,0,4354.95,476,Education,55,99,6,0.4424,0.3715,0.12925,0.705
CUST-006000,0.003573,0.063584,1.5,0.650909,0.22,1.1597,0,18360.82,658,Finance,17,87,12,0.682,0.2103,0.0915,0.33
CUST-006001,0.00231,0.508671,1.28,0.621818,0.15,1.181,0,12048.97,642,Education,94,55,12,0.6896,0.2205,0.181417,0.185
CUST-006002,0.0,0.884393,9.3,0.767273,0.45,0.9565,1,500.0,722,Retail,159,56,5,0.7988,0.197,0.17725,0.665
CUST-006003,0.004878,0.641618,7.23,0.601818,0.2,0.95,0,24888.25,631,Technology,117,74,4,0.4659,0.239,0.261083,0.335
CUST-006004,9.5e-05,0.445087,0.5,0.447273,0.18,1.1989,0,974.76,546,Healthcare,83,4,12,0.5182,0.3949,0.482,0.855
CUST-006005,0.007499,0.971098,0.8,0.636364,0.22,0.9685,1,37991.87,650,Finance,174,109,4,0.7247,0.2421,0.051917,0.18
CUST-006006,8.2e-05,0.942197,5.09,0.438182,0.35,0.8836,1,910.93,541,Manufacturing,169,153,2,0.5394,0.3485,0.208417,0.175
CUST-006007,0.024619,0.693642,7.54,0.285455,0.18,1.1096,1,123582.69,457,Healthcare,126,130,12,0.4565,0.4147,0.300667,0.855
CUST-006008,0.003505,0.127168,5.06,0.767273,0.55,1.0822,1,18021.33,722,Construction,28,147,10,0.759,0.1716,0.163583,0.07
CUST-006009,0.000303,0.982659,2.98,0.74,0.18,0.95,1,2016.33,707,Healthcare,176,88,4,0.7946,0.2054,0.058167,0.975
CUST-006010,0.000316,0.768786,16.69,0.72,0.18,1.0963,1,2082.18,696,Healthcare,139,136,12,0.7601,0.1952,0.021667,0.415
CUST-006011,0.00099,0.982659,6.38,0.872727,0.22,0.83,0,5449.94,780,Finance,176,64,8,0.8384,0.1,0.040083,0.865
CUST-006012,0.003494,0.138728,2.52,0.514545,0.48,0.9123,0,17968.67,583,Food & Beverage,30,134,5,0.6232,0.2883,0.027583,0.86
CUST-006013,0.002281,0.098266,3.5,0.374545,0.18,1.0799,1,11902.1,506,Healthcare,23,84,11,0.5578,0.3757,0.456833,0.0
CUST-006014,0.007255,0.809249,0.5,0.621818,0.18,1.0803,0,36772.14,642,Healthcare,146,14,10,0.6346,0.2286,0.157,0.26
CUST-006015,0.006207,0.242775,13.38,0.572727,0.2,1.0264,1,31530.16,615,Pharmaceuticals,48,104,10,0.6054,0.2213,0.245083,0.565
CUST-006016,0.027749,0.445087,1.8,0.481818,0.15,0.8064,0,139229.6,565,Education,83,198,8,0.5554,0.3262,0.332,0.01
CUST-006017,0.299724,0.156069,4.33,0.621818,0.2,0.8435,0,1498970.7,642,Technology,33,105,6,0.6052,0.2753,0.000417,0.02
CUST-006018,0.00261,0.83815,4.4,0.523636,0.35,1.1805,1,13549.4,588,Manufacturing,151,126,12,0.5159,0.2873,0.01625,0.355
CUST-006019,0.002984,0.33526,0.5,0.301818,0.22,1.0148,0,15417.37,466,Finance,64,71,10,0.3909,0.4752,0.225917,0.315
CUST-006020,0.00932,0.358382,1.24,0.554545,0.3,0.901,0,47092.99,605,Real Estate,68,185,5,0.6238,0.3292,0.216083,0.855
CUST-006021,0.000812,0.526012,4.27,0.429091,0.25,0.9628,0,4561.61,536,Telecom,97,109,4,0.6069,0.3589,0.3635,0.07
CUST-006022,0.000173,0.317919,9.73,0.678182,0.5,1.0649,0,1365.24,673,Agriculture,61,30,10,0.7652,0.2118,0.080083,0.15
CUST-006023,0.000774,0.890173,6.03,0.516364,0.18,0.8662,1,4369.53,584,Healthcare,160,8,9,0.4352,0.3007,0.003083,0.035
CUST-006024,0.00409,0.919075,3.47,0.838182,0.4,1.0382,0,20946.13,761,Logistics,165,142,10,0.7617,0.1572,0.072083,0.445
CUST-006025,0.006912,0.635838,1.06,0.927273,0.2,0.9165,0,35056.29,810,Technology,116,48,5,0.7273,0.2017,0.101583,0.23
CUST-006026,0.241183,0.786127,11.89,0.758182,0.52,1.0586,0,1206292.82,717,Tourism,142,28,10,0.6955,0.1888,0.002,0.335
CUST-006027,7e-05,0.387283,2.07,0.352727,0.52,1.0937,0,849.48,494,Tourism,73,134,11,0.5262,0.3893,0.255,0.645
CUST-006028,0.007304,0.260116,0.65,0.909091,0.28,0.8962,0,37014.19,800,Energy,51,158,6,0.8024,0.14,0.050583,0.355
CUST-006029,0.002155,0.381503,0.5,0.921818,0.3,0.797,0,11273.91,807,Real Estate,72,132,7,0.8489,0.0996,0.044833,0.25
CUST-006030,0.041191,0.884393,12.0,0.638182,0.15,1.1453,0,206435.5,651,Education,159,100,11,0.641,0.2173,0.276417,0.345
CUST-006031,0.000278,0.780347,6.02,0.876364,0.3,1.1361,0,1887.94,782,Real Estate,141,67,12,0.8274,0.0797,0.083083,0.985
CUST-006032,0.018478,0.028902,0.98,0.534545,0.3,1.052,0,92881.56,594,Real Estate,11,138,11,0.603,0.2606,0.1795,0.845
CUST-006033,0.001293,0.132948,0.61,0.296364,0.3,1.0253,1,6966.59,463,Real Estate,29,102,1,0.4901,0.4389,0.390417,0.93
CUST-006034,0.027034,0.537572,12.82,0.496364,0.5,0.8974,0,135654.95,573,Agriculture,99,27,9,0.6015,0.2934,0.233917,0.76
CUST-006035,0.003606,0.99422,1.1,0.949091,0.4,1.1611,0,18527.23,822,Logistics,178,173,12,0.9036,0.0807,0.0425,0.045
CUST-006036,0.022024,0.069364,2.48,0.363636,0.2,0.7765,1,110607.58,500,Technology,18,75,8,0.4621,0.3777,0.589,0.56
CUST-006037,0.008346,0.138728,3.78,0.634545,0.3,1.1579,1,42227.38,649,Real Estate,30,100,12,0.7507,0.2191,0.218167,0.3
CUST-006038,0.000452,0.849711,0.5,0.641818,0.55,1.1246,1,2760.18,653,Construction,153,35,11,0.6807,0.2406,0.23225,0.12
CUST-006039,0.0,0.676301,1.69,0.541818,0.48,0.8856,1,500.0,598,Food & Beverage,123,13,5,0.6298,0.3203,0.345917,0.865
CUST-006040,0.088104,0.468208,11.5,0.554545,0.45,0.9957,0,440975.02,605,Retail,87,120,3,0.5874,0.2453,0.0105,0.6
CUST-006041,0.002275,0.635838,4.82,0.649091,0.35,0.9182,0,11872.06,657,Manufacturing,116,55,5,0.6332,0.242,0.118167,0.735
CUST-006042,0.054136,0.468208,1.83,0.532727,0.25,0.8816,0,271152.2,593,Telecom,87,43,5,0.6488,0.2842,0.07325,0.57
CUST-006043,0.003634,0.375723,6.28,0.376364,0.55,0.9487,0,18665.73,507,Construction,71,73,9,0.534,0.3902,0.106167,0.935
CUST-006044,0.030863,0.254335,7.26,0.674545,0.18,0.7197,1,154798.39,671,Healthcare,50,68,7,0.7188,0.171,0.05425,0.785
CUST-006045,0.000518,0.653179,0.66,0.830909,0.15,0.8358,0,3090.31,757,Education,119,43,2,0.8594,0.1406,0.031167,0.875
CUST-006046,0.005973,0.358382,3.53,0.792727,0.45,0.9232,0,30362.61,736,Retail,68,40,5,0.6283,0.1093,0.026833,0.78
CUST-006047,1.0,0.433526,1.83,0.489091,0.22,0.8702,0,5000000.0,569,Finance,81,114,9,0.5964,0.4019,0.02825,0.41
CUST-006048,0.000513,0.653179,2.83,0.407273,0.2,1.1203,0,3062.85,524,Technology,119,159,11,0.5874,0.4114,0.048083,0.12
CUST-006049,0.0148,0.635838,2.53,0.583636,0.45,0.8896,0,74490.45,621,Retail,116,3,2,0.6893,0.2702,0.069917,0.6
CUST-006050,0.003914,0.843931,2.8,0.92,0.18,0.832,1,20065.79,806,Healthcare,152,121,8,0.7905,0.1481,0.088667,0.425
CUST-006051,0.009751,0.196532,2.95,0.752727,0.18,1.109,0,49252.08,714,Healthcare,40,145,12,0.6876,0.141,0.106917,0.66
CUST-006052,0.004873,0.300578,0.5,0.763636,0.55,0.9881,0,24861.88,720,Construction,58,80,3,0.6437,0.1248,0.01,0.905
CUST-006053,2e-05,0.144509,0.78,0.796364,0.35,0.9367,0,601.89,738,Manufacturing,31,39,4,0.8242,0.1317,0.049917,0.6
CUST-006054,0.011117,0.075145,3.34,0.712727,0.55,0.9703,0,56078.79,692,Construction,19,194,2,0.7551,0.189,0.146667,0.71
CUST-006055,0.009122,0.676301,11.0,0.658182,0.3,0.8864,0,46107.03,662,Real Estate,123,197,9,0.696,0.2124,0.006833,0.335
CUST-006056,0.110895,0.254335,5.49,0.756364,0.2,0.7813,1,554920.45,716,Pharmaceuticals,50,97,6,0.6909,0.1328,0.010583,0.885
CUST-006057,0.00028,0.988439,1.09,0.536364,0.2,0.933,0,1898.58,595,Pharmaceuticals,177,77,9,0.6702,0.2741,0.308583,0.565
CUST-006058,0.007655,0.289017,1.8,0.378182,0.22,1.0927,1,38770.83,508,Finance,56,76,11,0.4681,0.3811,0.104917,0.35
CUST-006059,0.000324,0.982659,1.63,0.767273,0.28,0.8281,0,2122.12,722,Energy,176,147,8,0.8329,0.1287,0.046583,0.505
CUST-006060,0.03396,0.682081,5.87,0.86,0.15,1.1396,0,170283.86,773,Education,124,22,12,0.8247,0.1019,0.09725,0.115
CUST-006061,0.018647,0.867052,14.33,0.432727,0.28,0.8617,0,93727.35,538,Energy,156,8,9,0.6463,0.3537,0.29425,0.465
CUST-006062,0.002536,0.104046,1.76,0.785455,0.35,0.9592,0,13177.42,732,Manufacturing,24,108,5,0.7967,0.1269,0.002667,0.175
CUST-006063,0.000209,0.468208,0.5,0.941818,0.5,0.8207,1,1543.42,818,Agriculture,87,196,6,0.8393,0.0483,0.05925,0.74
CUST-006064,0.004321,0.433526,11.05,0.634545,0.2,0.7555,0,22102.74,649,Technology,81,199,7,0.748,0.2429,0.177833,0.98
CUST-006065,0.012656,0.526012,5.6,0.487273,0.2,0.9341,0,63772.02,568,Technology,97,128,5,0.6668,0.2868,0.389,0.59
CUST-006066,0.038571,0.184971,7.19,0.658182,0.48,0.9547,1,193336.44,662,Food & Beverage,38,18,1,0.697,0.2216,0.260083,0.895
CUST-006067,0.000218,0.843931,0.94,0.534545,0.35,0.9321,1,1587.52,594,Manufacturing,152,134,9,0.6924,0.2909,0.131167,0.035
CUST-006068,0.000483,0.156069,4.15,0.523636,0.52,0.9084,0,2916.96,588,Tourism,33,4,2,0.6069,0.2735,0.1435,0.885
CUST-006069,0.000427,0.705202,1.06,0.714545,0.35,0.7977,0,2636.25,693,Manufacturing,128,117,7,0.7525,0.1556,0.092583,0.625
CUST-006070,0.002678,0.722543,0.5,0.343636,0.2,1.1772,0,13886.34,489,Technology,131,169,12,0.4315,0.4223,0.06725,1.0
CUST-006071,0.001203,0.208092,0.68,0.372727,0.2,0.7706,1,6516.83,505,Pharmaceuticals,42,179,8,0.6048,0.392,0.16625,0.36
CUST-006072,0.024054,0.884393,10.25,0.638182,0.28,0.8145,0,120755.52,651,Energy,159,12,8,0.7303,0.2165,0.091,0.7
CUST-006073,0.012989,0.566474,0.97,0.630909,0.25,0.9216,0,65436.53,647,Telecom,104,112,1,0.651,0.2633,0.028833,0.73
CUST-006074,0.020424,0.560694,3.52,0.698182,0.45,1.0576,0,102610.18,684,Retail,103,37,10,0.7281,0.2211,0.158583,0.925
CUST-006075,0.051598,0.728324,13.77,0.976364,0.2,0.8245,0,258464.83,837,Technology,132,2,7,0.9605,0.0395,0.010083,0.08
CUST-006076,0.00012,0.965318,0.5,0.654545,0.45,0.9084,0,1098.94,660,Retail,173,3,9,0.6876,0.3007,0.098583,0.595
